log_id,supplier_id,po_id,lead_time_days,on_time_flag,logged_at
14844,2,42276,42,FALSE,05-07-2025 00:00:00
14845,3,42277,16,,08-06-2026 00:00:00
14846,1,42279,26,FALSE,22-06-2025 00:00:00
14847,3,42282,43,1,03-05-2025 00:00:00
14848,2,42287,42,,24-04-2024 00:00:00
14849,5,42289,13,TRUE,01-11-2024 00:00:00
14850,6,42290,44,FALSE,25-12-2024 00:00:00
14851,7,42292,55,FALSE,15-01-2025 00:00:00
14852,1,42293,31,0,11-11-2025 00:00:00
14853,9,42294,6,,22-03-2024 00:00:00
14854,8,42295,43,0,05-05-2026 00:00:00
14855,5,42297,16,TRUE,05-02-2025 00:00:00
14856,3,42301,30,True,08-04-2025 00:00:00
14857,7,42303,57,0,23-11-2024 00:00:00
14858,5,42308,32,TRUE,16-06-2025 00:00:00
14859,7,42309,18,FALSE,04-08-2024 00:00:00
14860,7,42311,50,1,12-03-2024 00:00:00
14861,5,42312,51,0,28-03-2025 00:00:00
14862,6,42313,46,FALSE,13-01-2024 00:00:00
14863,6,42315,33,FALSE,18-02-2025 00:00:00
14864,4,42320,54,false,19-03-2024 00:00:00
14865,10,42328,9,True,04-03-2025 00:00:00
14866,10,42336,40,0,06-05-2025 00:00:00
14867,9,42341,35,TRUE,28-01-2026 00:00:00
14868,9,42343,31,,07-02-2026 00:00:00
14869,6,42347,23,0,03-05-2025 00:00:00
14870,6,42349,30,1,06-10-2025 00:00:00
14871,5,42351,24,FALSE,26-06-2024 00:00:00
14872,8,42352,25,FALSE,02-03-2024 00:00:00
14873,1,42356,10,,29-10-2024 00:00:00
14874,10,42357,55,0,19-08-2024 00:00:00
14875,6,42358,30,0,06-02-2024 00:00:00
14876,10,42365,37,1,01-10-2024 00:00:00
14877,1,42368,23,TRUE,06-02-2026 00:00:00
14878,5,42371,31,1,21-06-2025 00:00:00
14879,10,42372,57,1,24-06-2025 00:00:00
14880,6,42379,59,FALSE,05-08-2025 00:00:00
14881,3,42381,12,True,15-04-2024 00:00:00
14882,5,42382,,FALSE,22-07-2025 00:00:00
14883,3,42383,46,,09-11-2024 00:00:00
14884,9,42387,23,,16-09-2025 00:00:00
14885,9,42390,59,false,28-02-2026 00:00:00
14886,10,42395,13,,21-09-2024 00:00:00
14887,1,42397,17,1,04-12-2024 00:00:00
14888,9,42398,30,FALSE,09-11-2025 00:00:00
14889,7,42399,43,FALSE,08-07-2025 00:00:00
14890,1,42402,47,1,10-01-2026 00:00:00
14891,9,42404,15,FALSE,22-09-2024 00:00:00
14892,4,42409,5,TRUE,09-02-2025 00:00:00
14893,1,42413,,false,01-04-2025 00:00:00
14894,3,42415,38,True,03-02-2025 00:00:00
14895,2,42416,23,,19-05-2025 00:00:00
14896,9,42417,35,false,13-08-2025 00:00:00
14897,10,42420,57,1,07-06-2024 00:00:00
14898,9,42425,42,True,23-01-2024 00:00:00
14899,8,42426,35,FALSE,20-11-2025 00:00:00
14900,8,42427,56,1,22-01-2026 00:00:00
14901,4,42428,5,,13-09-2025 00:00:00
14902,10,42429,50,True,30-03-2024 00:00:00
14903,10,42430,11,TRUE,13-07-2025 00:00:00
14904,8,42432,21,0,16-08-2024 00:00:00
14905,8,42433,48,True,06-06-2024 00:00:00
14906,1,42436,24,false,30-03-2026 00:00:00
14907,3,42437,46,false,08-10-2024 00:00:00
14908,9,42438,59,True,05-03-2026 00:00:00
14909,2,42439,16,FALSE,20-12-2025 00:00:00
14910,5,42443,14,1,09-09-2024 00:00:00
14911,9,42444,8,1,03-07-2024 00:00:00
14912,2,42449,46,1,05-12-2025 00:00:00
14913,4,42451,13,FALSE,12-01-2025 00:00:00
14914,10,42454,20,FALSE,17-02-2024 00:00:00
14915,7,42462,46,1,11-01-2026 00:00:00
14916,4,42466,52,1,18-02-2024 00:00:00
14917,1,42470,50,1,26-06-2025 00:00:00
14918,3,42473,18,false,13-06-2025 00:00:00
14919,1,42478,11,false,02-07-2025 00:00:00
14920,2,42480,42,TRUE,26-01-2024 00:00:00
14921,7,42482,12,True,24-09-2024 00:00:00
14922,8,42484,54,0,21-01-2024 00:00:00
14923,7,42486,,TRUE,02-04-2025 00:00:00
14924,8,42487,37,0,19-12-2025 00:00:00
14925,5,42489,29,TRUE,28-05-2024 00:00:00
14926,5,42490,59,0,04-03-2025 00:00:00
14927,3,42492,33,TRUE,24-01-2024 00:00:00
14928,6,42496,20,True,06-04-2025 00:00:00
14929,10,42500,31,1,26-02-2025 00:00:00
14930,2,42504,10,TRUE,21-03-2026 00:00:00
14931,4,42505,32,false,17-01-2026 00:00:00
14932,8,42509,54,FALSE,16-07-2025 00:00:00
14933,6,42510,55,FALSE,24-11-2025 00:00:00
14934,8,42511,14,TRUE,11-11-2025 00:00:00
14935,6,42512,57,True,30-08-2025 00:00:00
14936,4,42520,46,0,23-06-2024 00:00:00
14937,10,42521,2,TRUE,17-01-2025 00:00:00
14938,4,42522,56,FALSE,01-05-2024 00:00:00
14939,4,42525,55,1,28-02-2024 00:00:00
14940,4,42528,30,0,10-04-2025 00:00:00
14941,3,42535,19,1,09-12-2025 00:00:00
14942,7,42536,14,FALSE,31-01-2026 00:00:00
14943,9,42539,26,1,22-06-2024 00:00:00
14944,6,42540,17,,03-09-2024 00:00:00
14945,2,42541,48,,12-06-2026 00:00:00
14946,5,42542,10,True,19-04-2025 00:00:00
14947,4,42545,46,True,10-09-2025 00:00:00
14948,6,42547,36,True,20-07-2024 00:00:00
14949,8,42548,17,,17-11-2024 00:00:00
14950,6,42553,,0,23-06-2024 00:00:00
14951,10,42554,36,True,01-08-2024 00:00:00
14952,4,42555,60,0,30-12-2025 00:00:00
14953,9,42556,31,FALSE,20-02-2024 00:00:00
14954,8,42557,,FALSE,27-05-2026 00:00:00
14955,5,42559,31,FALSE,11-06-2026 00:00:00
14956,3,42561,54,FALSE,13-07-2024 00:00:00
14957,8,42562,5,0,09-06-2025 00:00:00
14958,7,42563,6,1,26-03-2024 00:00:00
14959,6,42565,,false,21-07-2025 00:00:00
14960,10,42567,50,TRUE,18-06-2024 00:00:00
14961,4,42569,15,True,17-05-2026 00:00:00
14962,6,42570,46,false,11-06-2025 00:00:00
14963,3,42573,,1,24-05-2026 00:00:00
14964,1,42577,19,false,29-12-2024 00:00:00
14965,5,42578,33,false,02-03-2025 00:00:00
14966,1,42585,31,1,19-04-2025 00:00:00
14967,8,42590,23,True,30-10-2024 00:00:00
14968,8,42592,17,1,14-10-2024 00:00:00
14969,6,42595,32,0,17-01-2026 00:00:00
14970,2,42596,15,,26-01-2026 00:00:00
14971,10,42602,,,07-02-2026 00:00:00
14972,10,42605,24,,16-12-2025 00:00:00
14973,10,42610,22,FALSE,08-08-2025 00:00:00
14974,4,42611,8,0,08-11-2024 00:00:00
14975,2,42612,28,0,12-04-2026 00:00:00
14976,8,42613,18,,28-01-2026 00:00:00
14977,2,42615,9,1,03-03-2026 00:00:00
14978,9,42616,6,0,31-03-2024 00:00:00
14979,9,42618,56,0,22-03-2026 00:00:00
14980,5,42621,12,0,11-05-2024 00:00:00
14981,6,42623,43,1,28-03-2026 00:00:00
14982,10,42629,43,0,19-04-2026 00:00:00
14983,2,42630,15,1,07-12-2024 00:00:00
14984,5,42631,1,TRUE,30-12-2024 00:00:00
14985,10,42632,45,TRUE,10-06-2025 00:00:00
14986,7,42633,50,1,14-12-2025 00:00:00
14987,9,42635,42,0,02-08-2025 00:00:00
14988,6,42640,1,TRUE,04-02-2026 00:00:00
14989,5,42644,31,0,12-05-2024 00:00:00
14990,10,42647,14,false,22-02-2025 00:00:00
14991,1,42650,57,TRUE,06-04-2024 00:00:00
14992,8,42651,46,TRUE,09-04-2025 00:00:00
14993,8,42653,45,1,02-10-2025 00:00:00
14994,5,42656,10,True,26-11-2024 00:00:00
14995,10,42657,48,FALSE,21-03-2025 00:00:00
14996,3,42660,26,0,12-03-2024 00:00:00
14997,1,42667,13,FALSE,09-04-2024 00:00:00
14998,5,42669,19,,21-08-2025 00:00:00
14999,3,42670,17,0,23-04-2025 00:00:00
15000,1,42672,47,0,02-12-2025 00:00:00
15001,10,42674,6,false,17-08-2024 00:00:00
15002,2,42675,56,0,12-10-2025 00:00:00
15003,3,42680,30,,23-11-2025 00:00:00
15004,8,42683,30,TRUE,22-11-2024 00:00:00
15005,6,42684,,,28-03-2025 00:00:00
15006,9,42686,23,FALSE,26-05-2025 00:00:00
15007,1,42690,18,1,19-04-2026 00:00:00
15008,3,42693,35,0,24-10-2025 00:00:00
15009,1,42695,59,0,05-01-2025 00:00:00
15010,8,42696,1,1,25-03-2026 00:00:00
15011,7,42699,52,0,27-01-2026 00:00:00
15012,4,42700,32,TRUE,23-04-2024 00:00:00
15013,5,42701,,True,02-06-2025 00:00:00
15014,9,42704,8,,09-11-2024 00:00:00
15015,8,42709,28,0,17-07-2024 00:00:00
15016,10,42715,,True,19-05-2024 00:00:00
15017,10,42717,20,,20-07-2024 00:00:00
15018,1,42718,33,FALSE,23-09-2024 00:00:00
15019,4,42719,52,0,06-05-2026 00:00:00
15020,4,42721,47,FALSE,24-04-2026 00:00:00
15021,2,42725,6,TRUE,01-09-2025 00:00:00
15022,6,42726,46,FALSE,25-10-2025 00:00:00
15023,8,42731,21,0,09-10-2025 00:00:00
15024,8,42732,31,True,31-10-2024 00:00:00
15025,1,42733,38,0,17-08-2025 00:00:00
15026,5,42736,35,0,08-06-2026 00:00:00
15027,5,42737,51,FALSE,21-06-2024 00:00:00
15028,10,42739,,TRUE,10-04-2026 00:00:00
15029,9,42742,34,TRUE,14-11-2025 00:00:00
15030,1,42745,15,false,29-12-2024 00:00:00
15031,6,42748,1,false,25-01-2026 00:00:00
15032,9,42751,48,,19-02-2026 00:00:00
15033,9,42755,13,false,23-05-2024 00:00:00
15034,1,42756,14,false,17-08-2024 00:00:00
15035,6,42760,54,,02-04-2025 00:00:00
15036,1,42761,1,True,17-01-2026 00:00:00
15037,2,42764,29,FALSE,15-09-2024 00:00:00
15038,2,42766,31,FALSE,22-04-2026 00:00:00
15039,9,42768,57,false,30-08-2024 00:00:00
15040,2,42771,36,True,31-05-2025 00:00:00
15041,3,42772,13,false,16-09-2025 00:00:00
15042,9,42774,57,,19-03-2024 00:00:00
15043,3,42777,56,,29-04-2026 00:00:00
15044,5,42785,33,,25-11-2024 00:00:00
15045,1,42790,7,,27-08-2025 00:00:00
15046,9,42792,12,1,08-12-2024 00:00:00
15047,4,42798,31,,02-05-2026 00:00:00
15048,6,42799,36,TRUE,27-09-2025 00:00:00
15049,8,42805,52,True,17-11-2024 00:00:00
15050,10,42816,22,false,02-02-2024 00:00:00
15051,9,42818,55,True,01-05-2025 00:00:00
15052,2,42823,4,false,05-04-2026 00:00:00
15053,8,42824,19,TRUE,26-01-2025 00:00:00
15054,10,42827,59,1,14-02-2025 00:00:00
15055,2,42828,18,false,25-12-2024 00:00:00
15056,5,42829,40,FALSE,21-04-2026 00:00:00
15057,7,42832,3,,11-03-2026 00:00:00
15058,10,42833,36,false,03-05-2024 00:00:00
15059,7,42837,37,1,16-12-2025 00:00:00
15060,1,42844,27,false,13-11-2025 00:00:00
15061,5,42846,51,1,15-03-2026 00:00:00
15062,10,42847,29,,31-08-2024 00:00:00
15063,2,42850,,TRUE,14-01-2024 00:00:00
15064,6,42853,44,True,13-04-2025 00:00:00
15065,8,42854,33,TRUE,08-02-2024 00:00:00
15066,2,42858,49,0,16-10-2025 00:00:00
15067,4,42859,60,TRUE,13-02-2026 00:00:00
15068,2,42862,,FALSE,24-11-2024 00:00:00
15069,10,42869,59,1,17-03-2024 00:00:00
15070,5,42874,59,0,22-03-2026 00:00:00
15071,1,42875,36,1,03-05-2026 00:00:00
15072,9,42878,46,1,30-01-2026 00:00:00
15073,9,42881,46,1,10-04-2026 00:00:00
15074,8,42882,45,,24-03-2024 00:00:00
15075,3,42885,22,True,04-10-2024 00:00:00
15076,3,42887,44,false,29-05-2025 00:00:00
15077,4,42893,1,FALSE,21-07-2025 00:00:00
15078,2,42894,3,false,15-05-2026 00:00:00
15079,10,42895,27,0,23-06-2025 00:00:00
15080,5,42905,7,True,10-02-2024 00:00:00
15081,10,42911,,,08-08-2025 00:00:00
15082,2,42913,1,FALSE,23-03-2026 00:00:00
15083,7,42915,34,True,13-03-2025 00:00:00
15084,5,42916,5,TRUE,22-01-2025 00:00:00
15085,7,42917,2,0,30-06-2024 00:00:00
15086,2,42920,6,TRUE,27-12-2024 00:00:00
15087,5,42922,35,FALSE,13-06-2024 00:00:00
15088,1,42926,42,false,17-10-2025 00:00:00
15089,1,42929,44,FALSE,10-10-2024 00:00:00
15090,7,42933,45,TRUE,02-06-2024 00:00:00
15091,4,42935,57,0,03-09-2025 00:00:00
15092,8,42939,56,TRUE,29-04-2024 00:00:00
15093,3,42940,,false,10-09-2024 00:00:00
15094,7,42947,30,FALSE,25-08-2024 00:00:00
15095,8,42948,46,,18-08-2024 00:00:00
15096,9,42950,19,0,21-12-2025 00:00:00
15097,6,42952,55,0,16-11-2025 00:00:00
15098,1,42959,9,,17-09-2024 00:00:00
15099,5,42968,56,True,29-11-2025 00:00:00
15100,7,42971,15,0,21-11-2024 00:00:00
15101,10,42976,51,0,25-02-2026 00:00:00
15102,1,42980,13,0,05-05-2024 00:00:00
15103,5,42982,40,false,29-01-2025 00:00:00
15104,6,42983,60,True,24-05-2024 00:00:00
15105,1,42988,36,1,22-02-2024 00:00:00
15106,3,42992,11,1,21-08-2024 00:00:00
15107,5,42993,5,0,21-03-2024 00:00:00
15108,4,42996,9,,16-01-2025 00:00:00
15109,10,42997,48,True,15-08-2024 00:00:00
15110,4,42998,46,false,12-04-2025 00:00:00
15111,5,43003,1,True,11-09-2025 00:00:00
15112,7,43006,31,0,16-11-2025 00:00:00
15113,4,43009,38,0,15-05-2025 00:00:00
15114,5,43010,16,1,10-01-2026 00:00:00
15115,1,43013,50,,07-09-2025 00:00:00
15116,7,43014,34,false,19-10-2024 00:00:00
15117,3,43018,12,0,20-01-2025 00:00:00
15118,7,43019,34,TRUE,03-03-2025 00:00:00
15119,1,43021,29,,18-08-2024 00:00:00
15120,8,43022,11,false,13-09-2024 00:00:00
15121,3,43023,4,1,09-02-2025 00:00:00
15122,1,43025,50,1,22-02-2024 00:00:00
15123,4,43026,55,0,07-05-2024 00:00:00
15124,4,43032,5,,19-03-2025 00:00:00
15125,1,43038,60,TRUE,28-09-2025 00:00:00
15126,2,43041,1,True,03-08-2024 00:00:00
15127,2,43042,12,TRUE,14-01-2026 00:00:00
15128,8,43046,56,True,07-02-2024 00:00:00
15129,4,43050,60,TRUE,17-01-2026 00:00:00
15130,5,43053,52,TRUE,21-06-2024 00:00:00
15131,9,43056,9,FALSE,04-11-2024 00:00:00
15132,1,43057,7,false,18-02-2026 00:00:00
15133,2,43063,,FALSE,06-09-2024 00:00:00
15134,8,43065,35,0,05-05-2024 00:00:00
15135,6,43067,20,1,24-07-2024 00:00:00
15136,5,43069,3,false,25-06-2024 00:00:00
15137,10,43070,11,0,09-03-2026 00:00:00
15138,9,43071,20,TRUE,17-08-2025 00:00:00
15139,3,43075,56,FALSE,05-06-2024 00:00:00
15140,9,43077,12,0,13-01-2024 00:00:00
15141,6,43079,53,1,16-03-2025 00:00:00
15142,2,43083,48,0,23-01-2025 00:00:00
15143,9,43084,24,1,20-04-2024 00:00:00
15144,8,43085,26,TRUE,06-08-2024 00:00:00
15145,9,43086,38,1,14-03-2026 00:00:00
15146,8,43087,28,TRUE,10-12-2025 00:00:00
15147,7,43092,39,0,12-06-2026 00:00:00
15148,7,43095,14,TRUE,26-01-2026 00:00:00
15149,5,43100,27,TRUE,25-04-2026 00:00:00
15150,1,43101,52,false,07-06-2024 00:00:00
15151,6,43102,57,1,05-02-2026 00:00:00
15152,6,43104,32,,18-03-2024 00:00:00
15153,4,43105,55,True,25-04-2025 00:00:00
15154,6,43110,,0,11-01-2025 00:00:00
15155,6,43113,12,TRUE,16-05-2025 00:00:00
15156,10,43114,6,1,09-02-2024 00:00:00
15157,2,43117,,,31-10-2025 00:00:00
15158,3,43118,16,false,09-09-2024 00:00:00
15159,9,43121,52,0,30-12-2025 00:00:00
15160,1,43122,33,0,07-12-2025 00:00:00
15161,5,43123,37,false,16-02-2026 00:00:00
15162,6,43125,11,True,27-01-2026 00:00:00
15163,2,43126,60,0,30-03-2025 00:00:00
15164,8,43128,25,TRUE,18-03-2025 00:00:00
15165,3,43130,47,FALSE,16-04-2024 00:00:00
15166,5,43131,51,FALSE,23-08-2024 00:00:00
15167,6,43133,23,TRUE,26-09-2025 00:00:00
15168,5,43136,60,FALSE,20-09-2025 00:00:00
15169,6,43139,49,0,11-10-2025 00:00:00
15170,3,43141,35,FALSE,05-05-2025 00:00:00
15171,5,43142,34,,15-05-2024 00:00:00
15172,3,43144,3,0,12-06-2026 00:00:00
15173,4,43145,8,TRUE,06-01-2024 00:00:00
15174,2,43152,10,TRUE,20-05-2025 00:00:00
15175,8,43158,56,0,05-11-2024 00:00:00
15176,1,43159,24,TRUE,24-09-2025 00:00:00
15177,2,43168,59,FALSE,10-07-2025 00:00:00
15178,1,43171,31,,15-08-2025 00:00:00
15179,9,43172,,0,17-01-2024 00:00:00
15180,6,43173,47,1,15-10-2024 00:00:00
15181,6,43174,7,True,08-04-2026 00:00:00
15182,5,43175,52,TRUE,01-03-2026 00:00:00
15183,6,43176,29,0,10-07-2024 00:00:00
15184,10,43177,55,1,05-08-2024 00:00:00
15185,6,43179,2,TRUE,15-02-2024 00:00:00
15186,10,43182,26,1,07-04-2025 00:00:00
15187,3,43183,15,1,01-05-2024 00:00:00
15188,3,43185,8,1,20-07-2024 00:00:00
15189,10,43186,18,,10-09-2025 00:00:00
15190,5,43189,23,True,24-03-2025 00:00:00
15191,9,43192,,false,23-10-2025 00:00:00
15192,4,43193,41,TRUE,05-08-2024 00:00:00
15193,1,43194,12,,20-04-2025 00:00:00
15194,10,43196,32,,19-01-2026 00:00:00
15195,3,43199,17,0,16-05-2026 00:00:00
15196,6,43200,22,True,13-03-2026 00:00:00
15197,3,43201,47,FALSE,30-11-2025 00:00:00
15198,1,43202,2,false,25-06-2025 00:00:00
15199,7,43203,58,1,13-02-2024 00:00:00
15200,2,43204,37,FALSE,30-04-2025 00:00:00
15201,8,43207,25,,23-10-2024 00:00:00
15202,5,43209,51,0,24-05-2024 00:00:00
15203,4,43218,3,0,22-05-2026 00:00:00
15204,9,43222,31,false,17-10-2025 00:00:00
15205,6,43224,30,True,23-06-2024 00:00:00
15206,5,43226,45,True,12-01-2024 00:00:00
15207,10,43227,1,0,03-05-2026 00:00:00
15208,10,43228,15,FALSE,26-11-2025 00:00:00
15209,5,43229,57,false,09-06-2024 00:00:00
15210,2,43232,60,1,14-05-2024 00:00:00
15211,2,43234,36,,16-04-2026 00:00:00
15212,5,43235,25,1,02-05-2025 00:00:00
15213,6,43237,29,0,02-09-2025 00:00:00
15214,7,43238,47,,17-08-2025 00:00:00
15215,2,43240,48,0,21-03-2026 00:00:00
15216,2,43243,30,0,29-01-2024 00:00:00
15217,6,43244,12,,23-05-2025 00:00:00
15218,6,43246,44,0,06-12-2025 00:00:00
15219,3,43249,5,1,19-12-2024 00:00:00
15220,1,43251,56,0,25-03-2024 00:00:00
15221,8,43252,13,,12-01-2026 00:00:00
15222,10,43253,23,false,31-12-2025 00:00:00
15223,4,43254,17,1,28-02-2024 00:00:00
15224,7,43255,,TRUE,28-01-2025 00:00:00
15225,1,43258,32,0,18-08-2024 00:00:00
15226,7,43260,50,True,20-11-2024 00:00:00
15227,5,43267,6,TRUE,09-07-2025 00:00:00
15228,1,43270,15,FALSE,20-05-2026 00:00:00
15229,1,43273,5,,16-11-2024 00:00:00
15230,8,43274,54,false,30-01-2026 00:00:00
15231,2,43276,49,1,09-05-2026 00:00:00
15232,2,43279,20,True,19-01-2025 00:00:00
15233,7,43285,59,1,12-04-2026 00:00:00
15234,5,43288,17,TRUE,01-05-2026 00:00:00
15235,8,43289,43,FALSE,13-02-2024 00:00:00
15236,1,43291,1,FALSE,24-01-2025 00:00:00
15237,1,43294,16,0,29-08-2025 00:00:00
15238,8,43296,22,TRUE,21-10-2024 00:00:00
15239,6,43297,17,1,31-03-2025 00:00:00
15240,10,43299,54,True,21-02-2025 00:00:00
15241,6,43302,37,0,20-08-2025 00:00:00
15242,4,43303,49,1,12-02-2025 00:00:00
15243,10,43304,19,FALSE,23-04-2024 00:00:00
15244,6,43306,30,True,27-11-2025 00:00:00
15245,9,43307,49,True,12-11-2025 00:00:00
15246,6,43311,54,0,09-06-2025 00:00:00
15247,4,43312,,1,21-11-2024 00:00:00
15248,2,43315,44,,20-04-2025 00:00:00
15249,1,43325,59,,31-05-2024 00:00:00
15250,2,43326,37,TRUE,27-10-2024 00:00:00
15251,7,43334,59,FALSE,16-12-2024 00:00:00
15252,4,43338,15,0,10-06-2024 00:00:00
15253,5,43339,14,True,08-03-2026 00:00:00
15254,2,43341,26,True,10-01-2026 00:00:00
15255,7,43342,34,,02-12-2024 00:00:00
15256,2,43344,15,TRUE,17-05-2026 00:00:00
15257,1,43347,35,false,02-02-2026 00:00:00
15258,6,43348,53,FALSE,02-12-2025 00:00:00
15259,9,43352,4,FALSE,01-02-2026 00:00:00
15260,2,43354,22,FALSE,05-11-2025 00:00:00
15261,5,43359,23,TRUE,08-02-2025 00:00:00
15262,5,43362,13,FALSE,07-02-2024 00:00:00
15263,10,43367,,0,17-03-2026 00:00:00
15264,6,43371,46,1,12-01-2026 00:00:00
15265,2,43373,37,,07-04-2025 00:00:00
15266,8,43375,4,,17-01-2026 00:00:00
15267,2,43376,17,1,16-12-2024 00:00:00
15268,2,43379,10,,24-12-2024 00:00:00
15269,4,43385,12,FALSE,02-01-2025 00:00:00
15270,1,43386,45,,28-11-2024 00:00:00
15271,4,43388,11,FALSE,22-05-2026 00:00:00
15272,2,43392,17,True,02-03-2025 00:00:00
15273,10,43395,24,1,23-11-2025 00:00:00
15274,4,43399,9,0,29-09-2025 00:00:00
15275,4,43404,37,,10-11-2025 00:00:00
15276,6,43408,8,,09-08-2024 00:00:00
15277,6,43411,32,false,12-10-2025 00:00:00
15278,10,43413,28,TRUE,14-09-2025 00:00:00
15279,9,43415,29,0,27-07-2025 00:00:00
15280,1,43417,38,True,03-03-2024 00:00:00
15281,2,43418,,FALSE,21-07-2024 00:00:00
15282,3,43420,47,false,27-06-2025 00:00:00
15283,10,43423,20,FALSE,17-08-2024 00:00:00
15284,6,43424,52,TRUE,25-01-2024 00:00:00
15285,3,43427,42,0,04-10-2024 00:00:00
15286,3,43429,34,,28-10-2024 00:00:00
15287,4,43433,,FALSE,10-02-2024 00:00:00
15288,6,43439,35,false,06-10-2024 00:00:00
15289,9,43444,24,TRUE,20-03-2026 00:00:00
15290,10,43449,60,0,10-04-2026 00:00:00
15291,8,43456,20,True,30-12-2025 00:00:00
15292,7,43457,25,,11-12-2024 00:00:00
15293,4,43459,14,FALSE,26-01-2025 00:00:00
15294,7,43462,30,,20-08-2024 00:00:00
15295,3,43464,28,TRUE,16-04-2024 00:00:00
15296,4,43466,25,1,16-01-2025 00:00:00
15297,1,43468,41,0,04-11-2024 00:00:00
15298,10,43471,22,True,23-03-2024 00:00:00
15299,1,43473,55,,01-04-2026 00:00:00
15300,5,43474,47,,20-02-2025 00:00:00
15301,3,43476,37,True,24-04-2026 00:00:00
15302,8,43484,24,1,11-02-2026 00:00:00
15303,2,43485,30,0,06-09-2025 00:00:00
15304,2,43487,10,false,12-04-2025 00:00:00
15305,9,43490,,1,10-04-2024 00:00:00
15306,7,43494,6,,25-05-2024 00:00:00
15307,3,43495,16,True,30-01-2026 00:00:00
15308,6,43497,39,false,04-03-2024 00:00:00
15309,6,43499,37,True,02-12-2024 00:00:00
15310,1,43500,8,TRUE,25-04-2025 00:00:00
15311,10,43504,53,1,26-03-2025 00:00:00
15312,4,43507,54,FALSE,30-05-2024 00:00:00
15313,10,43509,23,True,20-05-2024 00:00:00
15314,7,43512,22,1,07-04-2025 00:00:00
15315,9,43523,8,1,15-05-2024 00:00:00
15316,9,43524,13,True,16-06-2024 00:00:00
15317,7,43525,37,TRUE,12-07-2024 00:00:00
15318,3,43529,59,0,28-11-2025 00:00:00
15319,5,43536,21,false,02-01-2024 00:00:00
15320,8,43540,33,TRUE,18-12-2024 00:00:00
15321,1,43542,45,0,30-08-2025 00:00:00
15322,6,43546,52,1,04-05-2024 00:00:00
15323,4,43553,49,0,25-06-2024 00:00:00
15324,1,43557,8,1,25-10-2024 00:00:00
15325,9,43559,34,0,25-06-2024 00:00:00
15326,8,43561,43,false,28-01-2025 00:00:00
15327,2,43562,35,1,16-05-2024 00:00:00
15328,6,43563,21,TRUE,03-04-2025 00:00:00
15329,3,43568,45,FALSE,13-05-2024 00:00:00
15330,3,43573,58,True,28-04-2024 00:00:00
15331,2,43575,,,12-09-2025 00:00:00
15332,7,43578,36,1,22-11-2025 00:00:00
15333,6,43583,44,1,08-01-2026 00:00:00
15334,10,43589,51,TRUE,20-08-2025 00:00:00
15335,5,43590,26,TRUE,08-02-2025 00:00:00
15336,3,43593,15,,01-05-2026 00:00:00
15337,7,43594,30,True,12-05-2025 00:00:00
15338,7,43595,26,,04-04-2024 00:00:00
15339,5,43596,43,True,17-09-2024 00:00:00
15340,3,43608,,1,19-05-2025 00:00:00
15341,1,43612,50,1,25-07-2024 00:00:00
15342,6,43620,47,TRUE,11-10-2025 00:00:00
15343,7,43621,17,0,04-01-2025 00:00:00
15344,1,43623,,FALSE,09-12-2025 00:00:00
15345,9,43624,1,True,11-07-2024 00:00:00
15346,1,43625,34,1,24-04-2024 00:00:00
15347,1,43626,57,false,26-03-2026 00:00:00
15348,10,43628,40,TRUE,12-02-2024 00:00:00
15349,3,43629,1,false,10-06-2026 00:00:00
15350,5,43633,39,0,15-06-2025 00:00:00
15351,10,43636,9,FALSE,03-11-2024 00:00:00
15352,1,43638,50,TRUE,05-12-2024 00:00:00
15353,5,43640,14,FALSE,20-07-2025 00:00:00
15354,5,43644,5,0,10-12-2025 00:00:00
15355,9,43649,43,false,05-12-2024 00:00:00
15356,7,43652,2,1,18-07-2024 00:00:00
15357,6,43658,47,True,04-11-2025 00:00:00
15358,6,43659,20,True,16-09-2025 00:00:00
15359,2,43660,43,0,31-07-2025 00:00:00
15360,8,43661,19,,18-03-2026 00:00:00
15361,10,43662,24,,25-10-2025 00:00:00
15362,9,43666,11,1,22-08-2024 00:00:00
15363,7,43669,6,,09-06-2025 00:00:00
15364,5,43670,48,0,14-03-2024 00:00:00
15365,3,43674,18,false,05-03-2025 00:00:00
15366,7,43676,20,True,22-07-2024 00:00:00
15367,4,43680,39,0,28-10-2025 00:00:00
15368,5,43681,41,FALSE,06-02-2026 00:00:00
15369,9,43686,1,TRUE,13-07-2024 00:00:00
15370,6,43689,59,True,09-04-2026 00:00:00
15371,2,43690,3,True,24-05-2026 00:00:00
15372,3,43693,8,TRUE,25-12-2025 00:00:00
15373,10,43695,31,false,04-09-2025 00:00:00
15374,9,43696,,0,11-02-2024 00:00:00
15375,3,43699,34,false,29-01-2025 00:00:00
15376,4,43700,35,0,16-02-2026 00:00:00
15377,8,43701,5,false,19-04-2026 00:00:00
15378,7,43702,56,FALSE,11-12-2024 00:00:00
15379,4,43705,56,TRUE,03-10-2024 00:00:00
15380,6,43708,44,,26-01-2026 00:00:00
15381,8,43711,33,TRUE,07-04-2025 00:00:00
15382,8,43714,,1,05-04-2025 00:00:00
15383,2,43717,39,TRUE,21-05-2026 00:00:00
15384,5,43727,35,1,12-11-2025 00:00:00
15385,10,43729,42,,17-04-2025 00:00:00
15386,8,43732,19,false,06-03-2026 00:00:00
15387,3,43733,22,1,16-03-2025 00:00:00
